source_file_id,file_name,source_system,receipt_status,record_count,control_total,expected_date,received_timestamp,validation_status
465,CUST_BAL_20210603.csv,Custodian_Bank,RECEIVED,50,-711.56,2021-06-03,2021-06-03 06:00:00,VALIDATED
466,CUST_BAL_20211223.csv,Custodian_Bank,RECEIVED,50,-792.36,2021-12-23,2021-12-23 06:00:00,VALIDATED
467,CUST_BAL_20230117.csv,Custodian_Bank,RECEIVED,50,-779.51,2023-01-17,2023-01-17 06:00:00,VALIDATED
468,CUST_BAL_20200715.csv,Custodian_Bank,RECEIVED,50,35.24,2020-07-15,2020-07-15 06:00:00,VALIDATED
469,CUST_BAL_20211206.csv,Custodian_Bank,RECEIVED,50,-738.36,2021-12-06,2021-12-06 06:00:00,VALIDATED
470,CUST_BAL_20210715.csv,Custodian_Bank,RECEIVED,50,-734.46,2021-07-15,2021-07-15 06:00:00,VALIDATED
471,CUST_BAL_20220602.csv,Custodian_Bank,RECEIVED,50,-737.42,2022-06-02,2022-06-02 06:00:00,VALIDATED
472,CUST_BAL_20230906.csv,Custodian_Bank,RECEIVED,50,-761.03,2023-09-06,2023-09-06 06:00:00,VALIDATED
473,CUST_BAL_20200702.csv,Custodian_Bank,RECEIVED,50,308.7,2020-07-02,2020-07-02 06:00:00,VALIDATED
474,CUST_BAL_20230504.csv,Custodian_Bank,RECEIVED,50,-747.59,2023-05-04,2023-05-04 06:00:00,VALIDATED
475,CUST_BAL_20200717.csv,Custodian_Bank,RECEIVED,50,35.24,2020-07-17,2020-07-17 06:00:00,VALIDATED
476,CUST_BAL_20240601.csv,Custodian_Bank,RECEIVED,50,-483.24,2024-06-01,2024-06-01 06:00:00,VALIDATED
477,CUST_BAL_20230425.csv,Custodian_Bank,RECEIVED,50,-802.34,2023-04-25,2023-04-25 06:00:00,VALIDATED
478,CUST_BAL_20210704.csv,Custodian_Bank,RECEIVED,50,-785.2,2021-07-04,2021-07-04 06:00:00,VALIDATED
479,CUST_BAL_20200505.csv,Custodian_Bank,RECEIVED,50,138.86,2020-05-05,2020-05-05 06:00:00,VALIDATED
480,CUST_BAL_20220717.csv,Custodian_Bank,RECEIVED,50,-762.49,2022-07-17,2022-07-17 06:00:00,VALIDATED
481,CUST_BAL_20220424.csv,Custodian_Bank,RECEIVED,50,-782.84,2022-04-24,2022-04-24 06:00:00,VALIDATED
482,CUST_BAL_20230324.csv,Custodian_Bank,RECEIVED,50,-742.4,2023-03-24,2023-03-24 06:00:00,VALIDATED
483,CUST_BAL_20200618.csv,Custodian_Bank,RECEIVED,50,40.59,2020-06-18,2020-06-18 06:00:00,VALIDATED
484,CUST_BAL_20211113.csv,Custodian_Bank,RECEIVED,50,-798.22,2021-11-13,2021-11-13 06:00:00,VALIDATED
485,CUST_BAL_20210322.csv,Custodian_Bank,RECEIVED,50,-667.7,2021-03-22,2021-03-22 06:00:00,VALIDATED
486,CUST_BAL_20210404.csv,Custodian_Bank,RECEIVED,50,-726.03,2021-04-04,2021-04-04 06:00:00,VALIDATED
487,CUST_BAL_20240411.csv,Custodian_Bank,RECEIVED,50,-658.25,2024-04-11,2024-04-11 06:00:00,VALIDATED
488,CUST_BAL_20210720.csv,Custodian_Bank,RECEIVED,50,-788.09,2021-07-20,2021-07-20 06:00:00,VALIDATED
489,CUST_BAL_20210811.csv,Custodian_Bank,RECEIVED,50,-536.81,2021-08-11,2021-08-11 06:00:00,VALIDATED
490,CUST_BAL_20210119.csv,Custodian_Bank,RECEIVED,50,-630.18,2021-01-19,2021-01-19 06:00:00,VALIDATED
491,CUST_BAL_20230926.csv,Custodian_Bank,RECEIVED,50,-757.18,2023-09-26,2023-09-26 06:00:00,VALIDATED
492,CUST_BAL_20210922.csv,Custodian_Bank,RECEIVED,50,-779.86,2021-09-22,2021-09-22 06:00:00,VALIDATED
493,CUST_BAL_20210929.csv,Custodian_Bank,RECEIVED,50,-788.74,2021-09-29,2021-09-29 06:00:00,VALIDATED
494,CUST_BAL_20210719.csv,Custodian_Bank,RECEIVED,50,-802.94,2021-07-19,2021-07-19 06:00:00,VALIDATED
495,CUST_BAL_20220820.csv,Custodian_Bank,RECEIVED,50,-775.72,2022-08-20,2022-08-20 06:00:00,VALIDATED
496,CUST_BAL_20220829.csv,Custodian_Bank,RECEIVED,50,-777.57,2022-08-29,2022-08-29 06:00:00,VALIDATED
497,CUST_BAL_20221117.csv,Custodian_Bank,RECEIVED,50,-779.51,2022-11-17,2022-11-17 06:00:00,VALIDATED
498,CUST_BAL_20210809.csv,Custodian_Bank,RECEIVED,50,-536.81,2021-08-09,2021-08-09 06:00:00,VALIDATED
499,CUST_BAL_20210526.csv,Custodian_Bank,RECEIVED,50,-713.77,2021-05-26,2021-05-26 06:00:00,VALIDATED
500,CUST_BAL_20230918.csv,Custodian_Bank,RECEIVED,50,-770.4,2023-09-18,2023-09-18 06:00:00,VALIDATED
501,CUST_BAL_20230420.csv,Custodian_Bank,RECEIVED,50,-802.34,2023-04-20,2023-04-20 06:00:00,VALIDATED
502,CUST_BAL_20230403.csv,Custodian_Bank,RECEIVED,50,-631.75,2023-04-03,2023-04-03 06:00:00,VALIDATED
503,CUST_BAL_20230709.csv,Custodian_Bank,RECEIVED,50,-700.47,2023-07-09,2023-07-09 06:00:00,VALIDATED
504,CUST_BAL_20200905.csv,Custodian_Bank,RECEIVED,50,19.2,2020-09-05,2020-09-05 06:00:00,VALIDATED
505,CUST_BAL_20230304.csv,Custodian_Bank,RECEIVED,50,-723.05,2023-03-04,2023-03-04 06:00:00,VALIDATED
506,CUST_BAL_20210302.csv,Custodian_Bank,RECEIVED,50,-730.81,2021-03-02,2021-03-02 06:00:00,VALIDATED
507,CUST_BAL_20210217.csv,Custodian_Bank,RECEIVED,50,-723.67,2021-02-17,2021-02-17 06:00:00,VALIDATED
508,CUST_BAL_20200710.csv,Custodian_Bank,RECEIVED,50,35.24,2020-07-10,2020-07-10 06:00:00,VALIDATED
509,CUST_BAL_20240626.csv,Custodian_Bank,RECEIVED,50,-689.01,2024-06-26,2024-06-26 06:00:00,VALIDATED
510,CUST_BAL_20220502.csv,Custodian_Bank,RECEIVED,50,-637.65,2022-05-02,2022-05-02 06:00:00,VALIDATED
511,CUST_BAL_20210817.csv,Custodian_Bank,RECEIVED,50,-708.79,2021-08-17,2021-08-17 06:00:00,VALIDATED
512,CUST_BAL_20210707.csv,Custodian_Bank,RECEIVED,50,-775.25,2021-07-07,2021-07-07 06:00:00,VALIDATED
513,CUST_BAL_20210517.csv,Custodian_Bank,RECEIVED,50,-723.53,2021-05-17,2021-05-17 06:00:00,VALIDATED
514,CUST_BAL_20221214.csv,Custodian_Bank,RECEIVED,50,-755.39,2022-12-14,2022-12-14 06:00:00,VALIDATED
515,CUST_BAL_20200516.csv,Custodian_Bank,RECEIVED,50,206.79,2020-05-16,2020-05-16 06:00:00,VALIDATED
516,CUST_BAL_20230316.csv,Custodian_Bank,RECEIVED,50,-652.41,2023-03-16,2023-03-16 06:00:00,VALIDATED
517,CUST_BAL_20211023.csv,Custodian_Bank,RECEIVED,50,-801.07,2021-10-23,2021-10-23 06:00:00,VALIDATED
518,CUST_BAL_20201028.csv,Custodian_Bank,RECEIVED,50,175.5,2020-10-28,2020-10-28 06:00:00,VALIDATED
519,CUST_BAL_20230111.csv,Custodian_Bank,RECEIVED,50,-798.17,2023-01-11,2023-01-11 06:00:00,VALIDATED
520,CUST_BAL_20230608.csv,Custodian_Bank,RECEIVED,50,-736.65,2023-06-08,2023-06-08 06:00:00,VALIDATED
521,CUST_BAL_20240201.csv,Custodian_Bank,RECEIVED,50,-677.58,2024-02-01,2024-02-01 06:00:00,VALIDATED
522,CUST_BAL_20200811.csv,Custodian_Bank,RECEIVED,50,17.58,2020-08-11,2020-08-11 06:00:00,VALIDATED
523,CUST_BAL_20220718.csv,Custodian_Bank,RECEIVED,50,-676.73,2022-07-18,2022-07-18 06:00:00,VALIDATED
524,CUST_BAL_20220606.csv,Custodian_Bank,RECEIVED,50,-781.29,2022-06-06,2022-06-06 06:00:00,VALIDATED
525,CUST_BAL_20230617.csv,Custodian_Bank,RECEIVED,50,-341.18,2023-06-17,2023-06-17 06:00:00,VALIDATED
526,CUST_BAL_20211020.csv,Custodian_Bank,RECEIVED,50,-778.88,2021-10-20,2021-10-20 06:00:00,VALIDATED
527,CUST_BAL_20240622.csv,Custodian_Bank,RECEIVED,50,-670.7,2024-06-22,2024-06-22 06:00:00,VALIDATED
528,CUST_BAL_20201216.csv,Custodian_Bank,RECEIVED,50,-734.97,2020-12-16,2020-12-16 06:00:00,VALIDATED
529,CUST_BAL_20240515.csv,Custodian_Bank,RECEIVED,50,-621.67,2024-05-15,2024-05-15 06:00:00,VALIDATED
530,CUST_BAL_20210207.csv,Custodian_Bank,RECEIVED,50,-687.66,2021-02-07,2021-02-07 06:00:00,VALIDATED
531,CUST_BAL_20201115.csv,Custodian_Bank,RECEIVED,50,-652.69,2020-11-15,2020-11-15 06:00:00,VALIDATED
532,CUST_BAL_20210918.csv,Custodian_Bank,RECEIVED,50,-697.22,2021-09-18,2021-09-18 06:00:00,VALIDATED
533,CUST_BAL_20240605.csv,Custodian_Bank,RECEIVED,50,-470.06,2024-06-05,2024-06-05 06:00:00,VALIDATED
534,CUST_BAL_20240113.csv,Custodian_Bank,RECEIVED,50,-714.98,2024-01-13,2024-01-13 06:00:00,VALIDATED
535,CUST_BAL_20240406.csv,Custodian_Bank,RECEIVED,50,14557.7,2024-04-06,2024-04-06 06:00:00,VALIDATED
536,CUST_BAL_20200607.csv,Custodian_Bank,RECEIVED,50,40.59,2020-06-07,2020-06-07 06:00:00,VALIDATED
537,CUST_BAL_20220506.csv,Custodian_Bank,RECEIVED,50,-797.62,2022-05-06,2022-05-06 06:00:00,VALIDATED
538,CUST_BAL_20220105.csv,Custodian_Bank,RECEIVED,50,-703.13,2022-01-05,2022-01-05 06:00:00,VALIDATED
539,CUST_BAL_20201201.csv,Custodian_Bank,RECEIVED,50,-671.6,2020-12-01,2020-12-01 06:00:00,VALIDATED
540,CUST_BAL_20240505.csv,Custodian_Bank,RECEIVED,50,-572.75,2024-05-05,2024-05-05 06:00:00,VALIDATED
541,CUST_BAL_20200925.csv,Custodian_Bank,RECEIVED,50,42.89,2020-09-25,2020-09-25 06:00:00,VALIDATED
542,CUST_BAL_20240512.csv,Custodian_Bank,RECEIVED,50,-624.93,2024-05-12,2024-05-12 06:00:00,VALIDATED
543,CUST_BAL_20211011.csv,Custodian_Bank,RECEIVED,50,-743.62,2021-10-11,2021-10-11 06:00:00,VALIDATED
544,CUST_BAL_20231006.csv,Custodian_Bank,RECEIVED,50,-645.49,2023-10-06,2023-10-06 06:00:00,VALIDATED
545,CUST_BAL_20230903.csv,Custodian_Bank,RECEIVED,50,-670.08,2023-09-03,2023-09-03 06:00:00,VALIDATED
546,CUST_BAL_20231204.csv,Custodian_Bank,RECEIVED,50,-766.38,2023-12-04,2023-12-04 06:00:00,VALIDATED
547,CUST_BAL_20231030.csv,Custodian_Bank,RECEIVED,50,412.48,2023-10-30,2023-10-30 06:00:00,VALIDATED
548,CUST_BAL_20231121.csv,Custodian_Bank,RECEIVED,50,-756.75,2023-11-21,2023-11-21 06:00:00,VALIDATED
549,CUST_BAL_20220208.csv,Custodian_Bank,RECEIVED,50,-666.81,2022-02-08,2022-02-08 06:00:00,VALIDATED
550,CUST_BAL_20201014.csv,Custodian_Bank,RECEIVED,50,15.69,2020-10-14,2020-10-14 06:00:00,VALIDATED
551,CUST_BAL_20210329.csv,Custodian_Bank,RECEIVED,50,-686.77,2021-03-29,2021-03-29 06:00:00,VALIDATED
552,CUST_BAL_20210204.csv,Custodian_Bank,RECEIVED,50,-170.04,2021-02-04,2021-02-04 06:00:00,VALIDATED
553,CUST_BAL_20200729.csv,Custodian_Bank,RECEIVED,50,35.24,2020-07-29,2020-07-29 06:00:00,VALIDATED
554,CUST_BAL_20210604.csv,Custodian_Bank,RECEIVED,50,-705.94,2021-06-04,2021-06-04 06:00:00,VALIDATED
555,CUST_BAL_20220920.csv,Custodian_Bank,RECEIVED,50,-551.25,2022-09-20,2022-09-20 06:00:00,VALIDATED
556,CUST_BAL_20201118.csv,Custodian_Bank,RECEIVED,50,-642.57,2020-11-18,2020-11-18 06:00:00,VALIDATED
557,CUST_BAL_20230526.csv,Custodian_Bank,RECEIVED,50,-760.11,2023-05-26,2023-05-26 06:00:00,VALIDATED
558,CUST_BAL_20230320.csv,Custodian_Bank,RECEIVED,50,-781.94,2023-03-20,2023-03-20 06:00:00,VALIDATED
559,CUST_BAL_20210826.csv,Custodian_Bank,RECEIVED,50,-745.88,2021-08-26,2021-08-26 06:00:00,VALIDATED
560,CUST_BAL_20200521.csv,Custodian_Bank,RECEIVED,50,157.28,2020-05-21,2020-05-21 06:00:00,VALIDATED
561,CUST_BAL_20231214.csv,Custodian_Bank,RECEIVED,50,-676.26,2023-12-14,2023-12-14 06:00:00,VALIDATED
562,CUST_BAL_20230424.csv,Custodian_Bank,RECEIVED,50,-802.34,2023-04-24,2023-04-24 06:00:00,VALIDATED
563,CUST_BAL_20220318.csv,Custodian_Bank,RECEIVED,50,-758.08,2022-03-18,2022-03-18 06:00:00,VALIDATED
564,CUST_BAL_20220813.csv,Custodian_Bank,RECEIVED,50,-788.77,2022-08-13,2022-08-13 06:00:00,VALIDATED
565,CUST_BAL_20200527.csv,Custodian_Bank,RECEIVED,50,157.28,2020-05-27,2020-05-27 06:00:00,VALIDATED
566,CUST_BAL_20200813.csv,Custodian_Bank,RECEIVED,50,102.14,2020-08-13,2020-08-13 06:00:00,VALIDATED
567,CUST_BAL_20220723.csv,Custodian_Bank,RECEIVED,50,-783.4,2022-07-23,2022-07-23 06:00:00,VALIDATED
568,CUST_BAL_20230802.csv,Custodian_Bank,RECEIVED,50,-765.55,2023-08-02,2023-08-02 06:00:00,VALIDATED
569,CUST_BAL_20211104.csv,Custodian_Bank,RECEIVED,50,-788.87,2021-11-04,2021-11-04 06:00:00,VALIDATED
570,CUST_BAL_20221128.csv,Custodian_Bank,RECEIVED,50,-766.42,2022-11-28,2022-11-28 06:00:00,VALIDATED
571,CUST_BAL_20210629.csv,Custodian_Bank,RECEIVED,50,-788.73,2021-06-29,2021-06-29 06:00:00,VALIDATED
572,CUST_BAL_20220722.csv,Custodian_Bank,RECEIVED,50,-783.4,2022-07-22,2022-07-22 06:00:00,VALIDATED
573,CUST_BAL_20210304.csv,Custodian_Bank,RECEIVED,50,-730.81,2021-03-04,2021-03-04 06:00:00,VALIDATED
574,CUST_BAL_20220919.csv,Custodian_Bank,RECEIVED,50,-751.25,2022-09-19,2022-09-19 06:00:00,VALIDATED
575,CUST_BAL_20240121.csv,Custodian_Bank,RECEIVED,50,-609.68,2024-01-21,2024-01-21 06:00:00,VALIDATED
576,CUST_BAL_20221201.csv,Custodian_Bank,RECEIVED,50,-766.0,2022-12-01,2022-12-01 06:00:00,VALIDATED
577,CUST_BAL_20220112.csv,Custodian_Bank,RECEIVED,50,-775.54,2022-01-12,2022-01-12 06:00:00,VALIDATED
578,CUST_BAL_20200608.csv,Custodian_Bank,RECEIVED,50,40.59,2020-06-08,2020-06-08 06:00:00,VALIDATED
579,CUST_BAL_20220404.csv,Custodian_Bank,RECEIVED,50,385.3,2022-04-04,2022-04-04 06:00:00,VALIDATED
580,CUST_BAL_20201017.csv,Custodian_Bank,RECEIVED,50,92.95,2020-10-17,2020-10-17 06:00:00,VALIDATED
581,CUST_BAL_20221130.csv,Custodian_Bank,RECEIVED,50,-763.23,2022-11-30,2022-11-30 06:00:00,VALIDATED
582,CUST_BAL_20220114.csv,Custodian_Bank,RECEIVED,50,-775.54,2022-01-14,2022-01-14 06:00:00,VALIDATED
583,CUST_BAL_20211003.csv,Custodian_Bank,RECEIVED,50,-241.49,2021-10-03,2021-10-03 06:00:00,VALIDATED
584,CUST_BAL_20230106.csv,Custodian_Bank,RECEIVED,50,-535.76,2023-01-06,2023-01-06 06:00:00,VALIDATED
585,CUST_BAL_20240220.csv,Custodian_Bank,RECEIVED,50,-663.51,2024-02-20,2024-02-20 06:00:00,VALIDATED
586,CUST_BAL_20230531.csv,Custodian_Bank,RECEIVED,50,-749.4,2023-05-31,2023-05-31 06:00:00,VALIDATED
587,CUST_BAL_20240513.csv,Custodian_Bank,RECEIVED,50,-620.73,2024-05-13,2024-05-13 06:00:00,VALIDATED
588,CUST_BAL_20230724.csv,Custodian_Bank,RECEIVED,50,-755.93,2023-07-24,2023-07-24 06:00:00,VALIDATED
589,CUST_BAL_20240507.csv,Custodian_Bank,RECEIVED,50,-572.75,2024-05-07,2024-05-07 06:00:00,VALIDATED
590,CUST_BAL_20240217.csv,Custodian_Bank,RECEIVED,50,-693.37,2024-02-17,2024-02-17 06:00:00,VALIDATED
591,CUST_BAL_20230801.csv,Custodian_Bank,RECEIVED,50,-765.56,2023-08-01,2023-08-01 06:00:00,VALIDATED
592,CUST_BAL_20200724.csv,Custodian_Bank,RECEIVED,50,35.24,2020-07-24,2020-07-24 06:00:00,VALIDATED
593,CUST_BAL_20200820.csv,Custodian_Bank,RECEIVED,50,109.24,2020-08-20,2020-08-20 06:00:00,VALIDATED
594,CUST_BAL_20201227.csv,Custodian_Bank,RECEIVED,50,-701.63,2020-12-27,2020-12-27 06:00:00,VALIDATED
595,CUST_BAL_20220909.csv,Custodian_Bank,RECEIVED,50,-700.13,2022-09-09,2022-09-09 06:00:00,VALIDATED
596,CUST_BAL_20220126.csv,Custodian_Bank,RECEIVED,50,-755.21,2022-01-26,2022-01-26 06:00:00,VALIDATED
597,CUST_BAL_20210515.csv,Custodian_Bank,RECEIVED,50,-744.74,2021-05-15,2021-05-15 06:00:00,VALIDATED
598,CUST_BAL_20221029.csv,Custodian_Bank,RECEIVED,50,-783.17,2022-10-29,2022-10-29 06:00:00,VALIDATED
599,CUST_BAL_20211031.csv,Custodian_Bank,RECEIVED,50,-759.85,2021-10-31,2021-10-31 06:00:00,VALIDATED
600,CUST_BAL_20200620.csv,Custodian_Bank,RECEIVED,50,40.59,2020-06-20,2020-06-20 06:00:00,VALIDATED
601,CUST_BAL_20220904.csv,Custodian_Bank,RECEIVED,50,-723.53,2022-09-04,2022-09-04 06:00:00,VALIDATED
602,CUST_BAL_20240214.csv,Custodian_Bank,RECEIVED,50,-629.87,2024-02-14,2024-02-14 06:00:00,VALIDATED
603,CUST_BAL_20210612.csv,Custodian_Bank,RECEIVED,50,-565.36,2021-06-12,2021-06-12 06:00:00,VALIDATED
604,CUST_BAL_20230920.csv,Custodian_Bank,RECEIVED,50,-780.97,2023-09-20,2023-09-20 06:00:00,VALIDATED
605,CUST_BAL_20220504.csv,Custodian_Bank,RECEIVED,50,-797.62,2022-05-04,2022-05-04 06:00:00,VALIDATED
606,CUST_BAL_20220531.csv,Custodian_Bank,RECEIVED,50,-802.75,2022-05-31,2022-05-31 06:00:00,VALIDATED
607,CUST_BAL_20230909.csv,Custodian_Bank,RECEIVED,50,-751.3,2023-09-09,2023-09-09 06:00:00,VALIDATED
608,CUST_BAL_20240111.csv,Custodian_Bank,RECEIVED,50,-533.02,2024-01-11,2024-01-11 06:00:00,VALIDATED
609,CUST_BAL_20220327.csv,Custodian_Bank,RECEIVED,50,-792.14,2022-03-27,2022-03-27 06:00:00,VALIDATED
610,CUST_BAL_20220108.csv,Custodian_Bank,RECEIVED,50,-690.29,2022-01-08,2022-01-08 06:00:00,VALIDATED
611,CUST_BAL_20210820.csv,Custodian_Bank,RECEIVED,50,-432.51,2021-08-20,2021-08-20 06:00:00,VALIDATED
612,CUST_BAL_20221007.csv,Custodian_Bank,RECEIVED,50,-762.28,2022-10-07,2022-10-07 06:00:00,VALIDATED
613,CUST_BAL_20230725.csv,Custodian_Bank,RECEIVED,50,-724.66,2023-07-25,2023-07-25 06:00:00,VALIDATED
614,CUST_BAL_20230820.csv,Custodian_Bank,RECEIVED,50,-618.75,2023-08-20,2023-08-20 06:00:00,VALIDATED
615,CUST_BAL_20210114.csv,Custodian_Bank,RECEIVED,50,-660.58,2021-01-14,2021-01-14 06:00:00,VALIDATED
616,CUST_BAL_20231126.csv,Custodian_Bank,RECEIVED,50,-726.54,2023-11-26,2023-11-26 06:00:00,VALIDATED
617,CUST_BAL_20230706.csv,Custodian_Bank,RECEIVED,50,-744.74,2023-07-06,2023-07-06 06:00:00,VALIDATED
618,CUST_BAL_20220924.csv,Custodian_Bank,RECEIVED,50,-736.92,2022-09-24,2022-09-24 06:00:00,VALIDATED
619,CUST_BAL_20231013.csv,Custodian_Bank,RECEIVED,50,-449.9,2023-10-13,2023-10-13 06:00:00,VALIDATED
620,CUST_BAL_20230917.csv,Custodian_Bank,RECEIVED,50,-747.94,2023-09-17,2023-09-17 06:00:00,VALIDATED
621,CUST_BAL_20231119.csv,Custodian_Bank,RECEIVED,50,-779.78,2023-11-19,2023-11-19 06:00:00,VALIDATED
622,CUST_BAL_20210710.csv,Custodian_Bank,RECEIVED,50,-775.25,2021-07-10,2021-07-10 06:00:00,VALIDATED
623,CUST_BAL_20210624.csv,Custodian_Bank,RECEIVED,50,-786.03,2021-06-24,2021-06-24 06:00:00,VALIDATED
624,CUST_BAL_20210613.csv,Custodian_Bank,RECEIVED,50,-565.36,2021-06-13,2021-06-13 06:00:00,VALIDATED
625,CUST_BAL_20210908.csv,Custodian_Bank,RECEIVED,50,-741.98,2021-09-08,2021-09-08 06:00:00,VALIDATED
626,CUST_BAL_20230118.csv,Custodian_Bank,RECEIVED,50,-775.49,2023-01-18,2023-01-18 06:00:00,VALIDATED
627,CUST_BAL_20240331.csv,Custodian_Bank,RECEIVED,50,-421.7,2024-03-31,2024-03-31 06:00:00,VALIDATED
628,CUST_BAL_20200522.csv,Custodian_Bank,RECEIVED,50,157.28,2020-05-22,2020-05-22 06:00:00,VALIDATED
629,CUST_BAL_20210618.csv,Custodian_Bank,RECEIVED,50,-796.75,2021-06-18,2021-06-18 06:00:00,VALIDATED
630,CUST_BAL_20200529.csv,Custodian_Bank,RECEIVED,50,191.02,2020-05-29,2020-05-29 06:00:00,VALIDATED
631,CUST_BAL_20210206.csv,Custodian_Bank,RECEIVED,50,-687.66,2021-02-06,2021-02-06 06:00:00,VALIDATED
632,CUST_BAL_20230426.csv,Custodian_Bank,RECEIVED,50,-790.4,2023-04-26,2023-04-26 06:00:00,VALIDATED
633,CUST_BAL_20210117.csv,Custodian_Bank,RECEIVED,50,-660.58,2021-01-17,2021-01-17 06:00:00,VALIDATED
634,CUST_BAL_20220812.csv,Custodian_Bank,RECEIVED,50,-788.77,2022-08-12,2022-08-12 06:00:00,VALIDATED
635,CUST_BAL_20201023.csv,Custodian_Bank,RECEIVED,50,134.77,2020-10-23,2020-10-23 06:00:00,VALIDATED
636,CUST_BAL_20210626.csv,Custodian_Bank,RECEIVED,50,-776.47,2021-06-26,2021-06-26 06:00:00,VALIDATED
637,CUST_BAL_20220403.csv,Custodian_Bank,RECEIVED,50,381.34,2022-04-03,2022-04-03 06:00:00,VALIDATED
638,CUST_BAL_20240401.csv,Custodian_Bank,RECEIVED,50,-558.02,2024-04-01,2024-04-01 06:00:00,VALIDATED
639,CUST_BAL_20230626.csv,Custodian_Bank,RECEIVED,50,-699.73,2023-06-26,2023-06-26 06:00:00,VALIDATED
640,CUST_BAL_20240211.csv,Custodian_Bank,RECEIVED,50,-670.43,2024-02-11,2024-02-11 06:00:00,VALIDATED
641,CUST_BAL_20230613.csv,Custodian_Bank,RECEIVED,50,-659.04,2023-06-13,2023-06-13 06:00:00,VALIDATED
642,CUST_BAL_20210407.csv,Custodian_Bank,RECEIVED,50,-719.79,2021-04-07,2021-04-07 06:00:00,VALIDATED
643,CUST_BAL_20210203.csv,Custodian_Bank,RECEIVED,50,-725.35,2021-02-03,2021-02-03 06:00:00,VALIDATED
644,CUST_BAL_20240117.csv,Custodian_Bank,RECEIVED,50,-669.99,2024-01-17,2024-01-17 06:00:00,VALIDATED
645,CUST_BAL_20200906.csv,Custodian_Bank,RECEIVED,50,19.2,2020-09-06,2020-09-06 06:00:00,VALIDATED
646,CUST_BAL_20210915.csv,Custodian_Bank,RECEIVED,50,-717.39,2021-09-15,2021-09-15 06:00:00,VALIDATED
647,CUST_BAL_20231022.csv,Custodian_Bank,RECEIVED,50,-733.06,2023-10-22,2023-10-22 06:00:00,VALIDATED
648,CUST_BAL_20230715.csv,Custodian_Bank,RECEIVED,50,-735.4,2023-07-15,2023-07-15 06:00:00,VALIDATED
649,CUST_BAL_20200605.csv,Custodian_Bank,RECEIVED,50,40.59,2020-06-05,2020-06-05 06:00:00,VALIDATED
650,CUST_BAL_20211220.csv,Custodian_Bank,RECEIVED,50,-670.19,2021-12-20,2021-12-20 06:00:00,VALIDATED
651,CUST_BAL_20200430.csv,Custodian_Bank,RECEIVED,50,493.04,2020-04-30,2020-04-30 06:00:00,VALIDATED
652,CUST_BAL_20230218.csv,Custodian_Bank,RECEIVED,50,-771.98,2023-02-18,2023-02-18 06:00:00,VALIDATED
653,CUST_BAL_20240514.csv,Custodian_Bank,RECEIVED,50,-620.73,2024-05-14,2024-05-14 06:00:00,VALIDATED
654,CUST_BAL_20240127.csv,Custodian_Bank,RECEIVED,50,-670.41,2024-01-27,2024-01-27 06:00:00,VALIDATED
655,CUST_BAL_20230816.csv,Custodian_Bank,RECEIVED,50,-696.7,2023-08-16,2023-08-16 06:00:00,VALIDATED
656,CUST_BAL_20210730.csv,Custodian_Bank,RECEIVED,50,-748.13,2021-07-30,2021-07-30 06:00:00,VALIDATED
657,CUST_BAL_20230622.csv,Custodian_Bank,RECEIVED,50,-719.53,2023-06-22,2023-06-22 06:00:00,VALIDATED
658,CUST_BAL_20201224.csv,Custodian_Bank,RECEIVED,50,-701.63,2020-12-24,2020-12-24 06:00:00,VALIDATED
659,CUST_BAL_20231016.csv,Custodian_Bank,RECEIVED,50,-768.95,2023-10-16,2023-10-16 06:00:00,VALIDATED
660,CUST_BAL_20210131.csv,Custodian_Bank,RECEIVED,50,-674.45,2021-01-31,2021-01-31 06:00:00,VALIDATED
661,CUST_BAL_20221107.csv,Custodian_Bank,RECEIVED,50,-758.9,2022-11-07,2022-11-07 06:00:00,VALIDATED
662,CUST_BAL_20210807.csv,Custodian_Bank,RECEIVED,50,-536.81,2021-08-07,2021-08-07 06:00:00,VALIDATED
663,CUST_BAL_20240210.csv,Custodian_Bank,RECEIVED,50,-670.43,2024-02-10,2024-02-10 06:00:00,VALIDATED
664,CUST_BAL_20230213.csv,Custodian_Bank,RECEIVED,50,-764.32,2023-02-13,2023-02-13 06:00:00,VALIDATED
665,CUST_BAL_20201221.csv,Custodian_Bank,RECEIVED,50,-704.12,2020-12-21,2020-12-21 06:00:00,VALIDATED
666,CUST_BAL_20230104.csv,Custodian_Bank,RECEIVED,50,-568.77,2023-01-04,2023-01-04 06:00:00,VALIDATED
667,CUST_BAL_20230528.csv,Custodian_Bank,RECEIVED,50,-760.11,2023-05-28,2023-05-28 06:00:00,VALIDATED
668,CUST_BAL_20200801.csv,Custodian_Bank,RECEIVED,50,12.51,2020-08-01,2020-08-01 06:00:00,VALIDATED
669,CUST_BAL_20201024.csv,Custodian_Bank,RECEIVED,50,134.77,2020-10-24,2020-10-24 06:00:00,VALIDATED
670,CUST_BAL_20220226.csv,Custodian_Bank,RECEIVED,50,-780.75,2022-02-26,2022-02-26 06:00:00,VALIDATED
671,CUST_BAL_20221231.csv,Custodian_Bank,RECEIVED,50,-757.82,2022-12-31,2022-12-31 06:00:00,VALIDATED
672,CUST_BAL_20230524.csv,Custodian_Bank,RECEIVED,50,-760.11,2023-05-24,2023-05-24 06:00:00,VALIDATED
