break_id,account_id,business_date,ticker,break_category,internal_value,custodian_value,variance,dollar_exposure,injection_id
1516,5,2021-11-15,,CASH_BALANCE_BREAK,768.52,1018.52,-250.0,250.0,4
1517,6,2023-06-05,,CASH_BALANCE_BREAK,-1121.48,-1136.98,15.5,15.5,6
1518,2,2023-02-07,,CASH_BALANCE_BREAK,-843.15,-845.65,2.5,2.5,1
1519,2,2023-01-11,,CASH_BALANCE_BREAK,-936.56,-939.06,2.5,2.5,1
1520,2,2022-04-03,,CASH_BALANCE_BREAK,-1362.36,-1364.86,2.5,2.5,1
1521,1,2022-05-23,,CASH_BALANCE_BREAK,-1284.32,-2284.32,1000.0,1000.0,0
1522,2,2022-05-23,,CASH_BALANCE_BREAK,-520.25,-522.75,2.5,2.5,1
1523,5,2022-12-01,,CASH_BALANCE_BREAK,4230.23,4480.23,-250.0,250.0,4
1524,1,2023-04-06,,CASH_BALANCE_BREAK,-1437.14,-2437.14,1000.0,1000.0,0
1525,2,2023-07-03,,CASH_BALANCE_BREAK,-649.08,-651.58,2.5,2.5,1
1526,5,2023-07-03,,CASH_BALANCE_BREAK,6202.36,6452.36,-250.0,250.0,4
1527,6,2023-07-06,,CASH_BALANCE_BREAK,-1164.51,-1180.01,15.5,15.5,6
1528,6,2023-05-30,,CASH_BALANCE_BREAK,-1121.48,-1136.98,15.5,15.5,6
1529,1,2022-11-27,,CASH_BALANCE_BREAK,-1283.85,-2283.85,1000.0,1000.0,0
1530,1,2022-09-11,,CASH_BALANCE_BREAK,-1283.39,-2283.39,1000.0,1000.0,0
1531,2,2023-07-29,,CASH_BALANCE_BREAK,-542.39,-544.89,2.5,2.5,1
1532,1,2023-08-08,,CASH_BALANCE_BREAK,-859.19,-1859.19,1000.0,1000.0,0
1533,2,2023-02-09,,CASH_BALANCE_BREAK,-843.15,-845.65,2.5,2.5,1
1534,1,2023-07-26,,CASH_BALANCE_BREAK,-859.19,-1859.19,1000.0,1000.0,0
1535,5,2022-12-12,,CASH_BALANCE_BREAK,5564.78,5814.78,-250.0,250.0,4
1536,5,2023-08-18,,CASH_BALANCE_BREAK,6054.3,6304.3,-250.0,250.0,4
1537,5,2023-10-07,,CASH_BALANCE_BREAK,6126.15,6376.15,-250.0,250.0,4
1538,1,2023-01-03,,CASH_BALANCE_BREAK,-1229.65,-2229.65,1000.0,1000.0,0
1539,2,2022-06-11,,CASH_BALANCE_BREAK,-520.25,-522.75,2.5,2.5,1
1540,5,2021-09-01,,CASH_BALANCE_BREAK,260.88,510.88,-250.0,250.0,4
1541,1,2022-04-11,,CASH_BALANCE_BREAK,-994.68,-1994.68,1000.0,1000.0,0
1542,5,2023-01-12,,CASH_BALANCE_BREAK,5572.82,5822.82,-250.0,250.0,4
1543,2,2021-08-08,,CASH_BALANCE_BREAK,-1262.66,-1265.16,2.5,2.5,1
1544,2,2021-11-16,,CASH_BALANCE_BREAK,-1341.01,-1343.51,2.5,2.5,1
1545,6,2022-06-28,,CASH_BALANCE_BREAK,-1437.52,-1453.02,15.5,15.5,6
1546,5,2021-11-09,,CASH_BALANCE_BREAK,768.52,1018.52,-250.0,250.0,4
1547,2,2021-11-11,,CASH_BALANCE_BREAK,-1341.01,-1343.51,2.5,2.5,1
1548,2,2022-03-31,,CASH_BALANCE_BREAK,-1369.24,-1371.74,2.5,2.5,1
1549,5,2022-04-01,,CASH_BALANCE_BREAK,1389.5,1639.5,-250.0,250.0,4
1550,5,2022-07-14,,CASH_BALANCE_BREAK,4501.34,4751.34,-250.0,250.0,4
1551,2,2023-05-03,,CASH_BALANCE_BREAK,-188.49,-190.99,2.5,2.5,1
1552,5,2023-05-03,,CASH_BALANCE_BREAK,6491.22,6741.22,-250.0,250.0,4
1553,5,2021-11-04,,CASH_BALANCE_BREAK,768.52,1018.52,-250.0,250.0,4
1554,5,2022-02-13,,CASH_BALANCE_BREAK,1376.68,1626.68,-250.0,250.0,4
1555,1,2022-12-02,,CASH_BALANCE_BREAK,-1255.61,-2255.61,1000.0,1000.0,0
1556,2,2023-06-03,,CASH_BALANCE_BREAK,-437.34,-439.84,2.5,2.5,1
1557,5,2022-09-23,,CASH_BALANCE_BREAK,4464.85,4714.85,-250.0,250.0,4
1558,6,2022-09-23,,CASH_BALANCE_BREAK,-1481.71,-1497.21,15.5,15.5,6
1559,1,2023-01-14,,CASH_BALANCE_BREAK,-1229.65,-2229.65,1000.0,1000.0,0
1560,2,2023-01-14,,CASH_BALANCE_BREAK,-936.56,-939.06,2.5,2.5,1
1561,2,2022-10-18,,CASH_BALANCE_BREAK,-884.91,-887.41,2.5,2.5,1
1562,1,2021-12-23,,CASH_BALANCE_BREAK,-1072.2,-2072.2,1000.0,1000.0,0
1563,2,2022-09-27,,CASH_BALANCE_BREAK,-890.06,-892.56,2.5,2.5,1
1564,5,2023-03-04,,CASH_BALANCE_BREAK,5626.14,5876.14,-250.0,250.0,4
1565,2,2022-09-20,,CASH_BALANCE_BREAK,-890.06,-892.56,2.5,2.5,1
1566,5,2022-09-04,,CASH_BALANCE_BREAK,4456.74,4706.74,-250.0,250.0,4
1567,5,2023-01-13,,CASH_BALANCE_BREAK,5572.82,5822.82,-250.0,250.0,4
1568,6,2023-01-13,,CASH_BALANCE_BREAK,-1722.08,-1737.58,15.5,15.5,6
1569,2,2022-04-24,,CASH_BALANCE_BREAK,-290.33,-292.83,2.5,2.5,1
1570,1,2023-02-22,,CASH_BALANCE_BREAK,-1261.89,-2261.89,1000.0,1000.0,0
1571,6,2023-05-22,,CASH_BALANCE_BREAK,-783.59,-799.09,15.5,15.5,6
1572,1,2021-06-10,,CASH_BALANCE_BREAK,-565.72,-1565.72,1000.0,1000.0,0
1573,2,2021-06-24,,CASH_BALANCE_BREAK,-1253.05,-1255.55,2.5,2.5,1
1574,6,2022-03-03,,CASH_BALANCE_BREAK,-635.26,-650.76,15.5,15.5,6
1575,1,2021-06-23,,CASH_BALANCE_BREAK,-565.72,-1565.72,1000.0,1000.0,0
1576,2,2021-06-23,,CASH_BALANCE_BREAK,-1253.05,-1255.55,2.5,2.5,1
1577,5,2021-08-22,,CASH_BALANCE_BREAK,260.88,510.88,-250.0,250.0,4
1578,2,2021-11-30,,CASH_BALANCE_BREAK,-1337.29,-1339.79,2.5,2.5,1
1579,5,2021-10-14,,CASH_BALANCE_BREAK,762.96,1012.96,-250.0,250.0,4
1580,5,2021-10-30,,CASH_BALANCE_BREAK,768.52,1018.52,-250.0,250.0,4
1581,5,2021-10-06,,CASH_BALANCE_BREAK,762.96,1012.96,-250.0,250.0,4
1582,1,2021-12-05,,CASH_BALANCE_BREAK,-1047.58,-2047.58,1000.0,1000.0,0
1583,6,2022-01-25,,CASH_BALANCE_BREAK,-672.7,-688.2,15.5,15.5,6
1584,1,2021-02-11,,CASH_BALANCE_BREAK,-380.07,-1380.07,1000.0,1000.0,0
1585,5,2021-09-23,,CASH_BALANCE_BREAK,262.96,512.96,-250.0,250.0,4
1586,2,2021-10-18,,CASH_BALANCE_BREAK,-1358.34,-1360.84,2.5,2.5,1
1587,1,2022-01-27,,CASH_BALANCE_BREAK,-1051.39,-2051.39,1000.0,1000.0,0
1588,5,2022-02-12,,CASH_BALANCE_BREAK,1376.68,1626.68,-250.0,250.0,4
1589,2,2022-02-07,,CASH_BALANCE_BREAK,-1379.51,-1382.01,2.5,2.5,1
1590,6,2022-03-19,,CASH_BALANCE_BREAK,-635.26,-650.76,15.5,15.5,6
1591,2,2022-03-02,,CASH_BALANCE_BREAK,-1369.24,-1371.74,2.5,2.5,1
1592,5,2022-07-27,,CASH_BALANCE_BREAK,4451.23,4701.23,-250.0,250.0,4
1593,6,2022-07-27,,CASH_BALANCE_BREAK,-1584.25,-1599.75,15.5,15.5,6
1594,1,2022-03-15,,CASH_BALANCE_BREAK,-1016.87,-2016.87,1000.0,1000.0,0
1595,2,2022-03-15,,CASH_BALANCE_BREAK,-1369.24,-1371.74,2.5,2.5,1
1596,5,2022-11-20,,CASH_BALANCE_BREAK,4230.23,4480.23,-250.0,250.0,4
1597,6,2022-05-22,,CASH_BALANCE_BREAK,-1437.52,-1453.02,15.5,15.5,6
1598,2,2022-05-16,,CASH_BALANCE_BREAK,-267.88,-270.38,2.5,2.5,1
1599,2,2021-04-27,,CASH_BALANCE_BREAK,-1272.68,-1275.18,2.5,2.5,1
1600,1,2021-09-24,,CASH_BALANCE_BREAK,-933.76,-1933.76,1000.0,1000.0,0
1601,2,2021-09-24,,CASH_BALANCE_BREAK,-1377.17,-1379.67,2.5,2.5,1
1602,6,2022-08-18,,CASH_BALANCE_BREAK,-1581.71,-1597.21,15.5,15.5,6
1603,6,2022-07-30,,CASH_BALANCE_BREAK,-1584.25,-1599.75,15.5,15.5,6
1604,1,2022-07-31,,CASH_BALANCE_BREAK,-1366.11,-2366.11,1000.0,1000.0,0
1605,6,2022-08-01,,CASH_BALANCE_BREAK,-1584.25,-1599.75,15.5,15.5,6
1606,2,2021-12-29,,CASH_BALANCE_BREAK,-1333.6,-1336.1,2.5,2.5,1
1607,5,2021-08-25,,CASH_BALANCE_BREAK,260.88,510.88,-250.0,250.0,4
1608,5,2021-09-10,,CASH_BALANCE_BREAK,262.96,512.96,-250.0,250.0,4
1609,1,2023-03-05,,CASH_BALANCE_BREAK,-1261.89,-2261.89,1000.0,1000.0,0
1610,2,2023-03-05,,CASH_BALANCE_BREAK,-820.18,-822.68,2.5,2.5,1
1611,2,2022-02-19,,CASH_BALANCE_BREAK,-1379.51,-1382.01,2.5,2.5,1
1612,6,2022-09-24,,CASH_BALANCE_BREAK,-1481.71,-1497.21,15.5,15.5,6
1613,1,2021-12-12,,CASH_BALANCE_BREAK,-1047.58,-2047.58,1000.0,1000.0,0
1614,1,2023-01-29,,CASH_BALANCE_BREAK,-1229.65,-2229.65,1000.0,1000.0,0
1615,2,2022-08-05,,CASH_BALANCE_BREAK,-783.61,-786.11,2.5,2.5,1
1616,2,2022-12-27,,CASH_BALANCE_BREAK,-936.87,-939.37,2.5,2.5,1
1617,6,2022-08-02,,CASH_BALANCE_BREAK,-1584.25,-1599.75,15.5,15.5,6
1618,5,2022-11-04,,CASH_BALANCE_BREAK,4230.23,4480.23,-250.0,250.0,4
1619,2,2022-07-12,,CASH_BALANCE_BREAK,-615.08,-617.58,2.5,2.5,1
1620,1,2023-07-15,,CASH_BALANCE_BREAK,-862.98,-1862.98,1000.0,1000.0,0
1621,6,2023-08-02,,CASH_BALANCE_BREAK,-1184.51,-1200.01,15.5,15.5,6
1622,6,2023-10-02,,CASH_BALANCE_BREAK,-776.73,-792.23,15.5,15.5,6
1623,2,2023-08-04,,CASH_BALANCE_BREAK,-542.39,-544.89,2.5,2.5,1
1624,6,2023-08-04,,CASH_BALANCE_BREAK,-1184.51,-1200.01,15.5,15.5,6
1625,5,2023-08-20,,CASH_BALANCE_BREAK,6054.3,6304.3,-250.0,250.0,4
1626,6,2023-10-28,,CASH_BALANCE_BREAK,512.85,497.35,15.5,15.5,6
1627,2,2021-08-26,,CASH_BALANCE_BREAK,-1251.53,-1254.03,2.5,2.5,1
1628,2,2022-04-27,,CASH_BALANCE_BREAK,-267.88,-270.38,2.5,2.5,1
1629,2,2022-08-13,,CASH_BALANCE_BREAK,-783.61,-786.11,2.5,2.5,1
1630,2,2022-06-27,,CASH_BALANCE_BREAK,-615.08,-617.58,2.5,2.5,1
1631,5,2022-10-22,,CASH_BALANCE_BREAK,4341.62,4591.62,-250.0,250.0,4
1632,6,2022-10-22,,CASH_BALANCE_BREAK,-1500.64,-1516.14,15.5,15.5,6
1633,5,2022-12-03,,CASH_BALANCE_BREAK,4230.23,4480.23,-250.0,250.0,4
1634,5,2022-09-10,,CASH_BALANCE_BREAK,4456.74,4706.74,-250.0,250.0,4
1635,2,2022-10-24,,CASH_BALANCE_BREAK,-884.91,-887.41,2.5,2.5,1
1636,6,2022-08-23,,CASH_BALANCE_BREAK,-1581.71,-1597.21,15.5,15.5,6
1637,1,2023-01-06,,CASH_BALANCE_BREAK,-1229.65,-2229.65,1000.0,1000.0,0
1638,2,2021-09-08,,CASH_BALANCE_BREAK,-1377.17,-1379.67,2.5,2.5,1
1639,1,2022-08-24,,CASH_BALANCE_BREAK,-1283.39,-2283.39,1000.0,1000.0,0
1640,2,2022-10-08,,CASH_BALANCE_BREAK,-884.91,-887.41,2.5,2.5,1
1641,6,2022-10-09,,CASH_BALANCE_BREAK,-1500.64,-1516.14,15.5,15.5,6
1642,1,2022-07-18,,CASH_BALANCE_BREAK,-1366.11,-2366.11,1000.0,1000.0,0
1643,2,2022-07-18,,CASH_BALANCE_BREAK,-615.08,-617.58,2.5,2.5,1
1644,1,2024-03-12,,CASH_BALANCE_BREAK,-1898.72,-2898.72,1000.0,1000.0,0
1645,1,2023-04-30,,CASH_BALANCE_BREAK,-2791.98,-3791.98,1000.0,1000.0,0
1646,2,2023-04-30,,CASH_BALANCE_BREAK,-188.49,-190.99,2.5,2.5,1
1647,5,2021-11-17,,CASH_BALANCE_BREAK,768.52,1018.52,-250.0,250.0,4
1648,5,2022-02-02,,CASH_BALANCE_BREAK,1376.68,1626.68,-250.0,250.0,4
1649,1,2021-06-13,,CASH_BALANCE_BREAK,-565.72,-1565.72,1000.0,1000.0,0
1650,2,2023-11-20,,CASH_BALANCE_BREAK,-556.12,-558.62,2.5,2.5,1
1651,1,2023-12-05,,CASH_BALANCE_BREAK,-1607.54,-2607.54,1000.0,1000.0,0
1652,2,2023-10-22,,CASH_BALANCE_BREAK,-40.89,-43.39,2.5,2.5,1
1653,1,2023-12-30,,CASH_BALANCE_BREAK,-1607.54,-2607.54,1000.0,1000.0,0
1654,5,2021-12-19,,CASH_BALANCE_BREAK,1168.52,1418.52,-250.0,250.0,4
1655,1,2021-03-15,,CASH_BALANCE_BREAK,-919.27,-1919.27,1000.0,1000.0,0
1656,2,2021-03-15,,CASH_BALANCE_BREAK,-1588.82,-1591.32,2.5,2.5,1
1657,5,2022-03-14,,CASH_BALANCE_BREAK,1380.44,1630.44,-250.0,250.0,4
1658,2,2021-11-13,,CASH_BALANCE_BREAK,-1341.01,-1343.51,2.5,2.5,1
1659,2,2022-01-03,,CASH_BALANCE_BREAK,-1328.37,-1330.87,2.5,2.5,1
1660,1,2021-10-07,,CASH_BALANCE_BREAK,-927.71,-1927.71,1000.0,1000.0,0
1661,2,2021-10-07,,CASH_BALANCE_BREAK,-1358.34,-1360.84,2.5,2.5,1
1662,1,2021-01-23,,CASH_BALANCE_BREAK,-380.07,-1380.07,1000.0,1000.0,0
1663,5,2022-01-07,,CASH_BALANCE_BREAK,1374.55,1624.55,-250.0,250.0,4
1664,2,2021-08-29,,CASH_BALANCE_BREAK,-1251.53,-1254.03,2.5,2.5,1
1665,5,2021-12-27,,CASH_BALANCE_BREAK,1868.52,2118.52,-250.0,250.0,4
1666,5,2023-01-28,,CASH_BALANCE_BREAK,5572.82,5822.82,-250.0,250.0,4
1667,1,2022-06-08,,CASH_BALANCE_BREAK,-1284.32,-2284.32,1000.0,1000.0,0
1668,5,2022-09-21,,CASH_BALANCE_BREAK,4464.85,4714.85,-250.0,250.0,4
1669,2,2023-03-27,,CASH_BALANCE_BREAK,-809.33,-811.83,2.5,2.5,1
1670,5,2023-05-06,,CASH_BALANCE_BREAK,6491.22,6741.22,-250.0,250.0,4
1671,6,2023-05-06,,CASH_BALANCE_BREAK,-783.59,-799.09,15.5,15.5,6
1672,6,2022-08-28,,CASH_BALANCE_BREAK,-1581.71,-1597.21,15.5,15.5,6
1673,6,2023-01-07,,CASH_BALANCE_BREAK,-1722.08,-1737.58,15.5,15.5,6
1674,1,2023-05-29,,CASH_BALANCE_BREAK,-2791.98,-3791.98,1000.0,1000.0,0
1675,2,2023-06-04,,CASH_BALANCE_BREAK,-437.34,-439.84,2.5,2.5,1
1676,2,2022-07-10,,CASH_BALANCE_BREAK,-615.08,-617.58,2.5,2.5,1
1677,1,2022-10-16,,CASH_BALANCE_BREAK,-1358.81,-2358.81,1000.0,1000.0,0
1678,2,2022-10-16,,CASH_BALANCE_BREAK,-884.91,-887.41,2.5,2.5,1
1679,5,2022-10-17,,CASH_BALANCE_BREAK,4341.62,4591.62,-250.0,250.0,4
1680,6,2022-10-17,,CASH_BALANCE_BREAK,-1500.64,-1516.14,15.5,15.5,6
1681,5,2023-06-07,,CASH_BALANCE_BREAK,6439.8,6689.8,-250.0,250.0,4
1682,1,2023-06-17,,CASH_BALANCE_BREAK,-2796.17,-3796.17,1000.0,1000.0,0
1683,1,2021-05-09,,CASH_BALANCE_BREAK,-405.94,-1405.94,1000.0,1000.0,0
1684,6,2022-10-15,,CASH_BALANCE_BREAK,-1500.64,-1516.14,15.5,15.5,6
1685,2,2022-06-03,,CASH_BALANCE_BREAK,-520.25,-522.75,2.5,2.5,1
1686,2,2022-07-23,,CASH_BALANCE_BREAK,-699.26,-701.76,2.5,2.5,1
1687,6,2022-10-23,,CASH_BALANCE_BREAK,-1500.64,-1516.14,15.5,15.5,6
1688,5,2022-10-07,,CASH_BALANCE_BREAK,4341.62,4591.62,-250.0,250.0,4
1689,6,2022-10-07,,CASH_BALANCE_BREAK,-1500.64,-1516.14,15.5,15.5,6
1690,2,2023-07-21,,CASH_BALANCE_BREAK,-542.39,-544.89,2.5,2.5,1
1691,1,2023-07-29,,CASH_BALANCE_BREAK,-859.19,-1859.19,1000.0,1000.0,0
1692,2,2023-09-07,,CASH_BALANCE_BREAK,-578.1,-580.6,2.5,2.5,1
1693,1,2023-05-08,,CASH_BALANCE_BREAK,-2791.98,-3791.98,1000.0,1000.0,0
1694,2,2023-08-08,,CASH_BALANCE_BREAK,-542.39,-544.89,2.5,2.5,1
1695,5,2023-05-09,,CASH_BALANCE_BREAK,6491.22,6741.22,-250.0,250.0,4
1696,6,2023-05-09,,CASH_BALANCE_BREAK,-783.59,-799.09,15.5,15.5,6
1697,2,2023-02-12,,CASH_BALANCE_BREAK,-843.15,-845.65,2.5,2.5,1
1698,2,2023-05-13,,CASH_BALANCE_BREAK,-188.49,-190.99,2.5,2.5,1
1699,6,2022-09-08,,CASH_BALANCE_BREAK,-1581.71,-1597.21,15.5,15.5,6
1700,2,2022-11-09,,CASH_BALANCE_BREAK,-878.48,-880.98,2.5,2.5,1
1701,6,2023-11-11,,CASH_BALANCE_BREAK,394.57,379.07,15.5,15.5,6
1702,5,2023-08-02,,CASH_BALANCE_BREAK,6022.59,6272.59,-250.0,250.0,4
1703,5,2023-08-23,,CASH_BALANCE_BREAK,6344.12,6594.12,-250.0,250.0,4
1704,5,2023-10-02,,CASH_BALANCE_BREAK,6126.15,6376.15,-250.0,250.0,4
1705,6,2023-10-20,,CASH_BALANCE_BREAK,512.84,497.34,15.5,15.5,6
1706,6,2023-08-20,,CASH_BALANCE_BREAK,-1169.65,-1185.15,15.5,15.5,6
1707,2,2023-10-08,,CASH_BALANCE_BREAK,88.55,86.05,2.5,2.5,1
1708,2,2023-11-14,,CASH_BALANCE_BREAK,-125.51,-128.01,2.5,2.5,1
1709,1,2022-06-27,,CASH_BALANCE_BREAK,-1381.37,-2381.37,1000.0,1000.0,0
1710,5,2022-05-24,,CASH_BALANCE_BREAK,3501.34,3751.34,-250.0,250.0,4
1711,6,2022-05-24,,CASH_BALANCE_BREAK,-1437.52,-1453.02,15.5,15.5,6
1712,2,2022-12-03,,CASH_BALANCE_BREAK,-936.87,-939.37,2.5,2.5,1
1713,2,2022-07-21,,CASH_BALANCE_BREAK,-699.26,-701.76,2.5,2.5,1
1714,5,2022-07-21,,CASH_BALANCE_BREAK,4451.23,4701.23,-250.0,250.0,4
1715,5,2022-05-03,,CASH_BALANCE_BREAK,3201.34,3451.34,-250.0,250.0,4
1716,6,2022-10-02,,CASH_BALANCE_BREAK,-1481.71,-1497.21,15.5,15.5,6
1717,6,2022-07-03,,CASH_BALANCE_BREAK,-1598.51,-1614.01,15.5,15.5,6
1718,5,2022-06-14,,CASH_BALANCE_BREAK,3501.34,3751.34,-250.0,250.0,4
1719,6,2022-02-03,,CASH_BALANCE_BREAK,-635.5,-651.0,15.5,15.5,6
1720,2,2023-03-21,,CASH_BALANCE_BREAK,-809.33,-811.83,2.5,2.5,1
1721,5,2021-09-07,,CASH_BALANCE_BREAK,262.96,512.96,-250.0,250.0,4
1722,1,2022-10-08,,CASH_BALANCE_BREAK,-1358.81,-2358.81,1000.0,1000.0,0
1723,2,2022-04-08,,CASH_BALANCE_BREAK,-1362.36,-1364.86,2.5,2.5,1
1724,5,2024-04-20,,CASH_BALANCE_BREAK,7046.34,7296.34,-250.0,250.0,4
1725,6,2024-04-20,,CASH_BALANCE_BREAK,1347.22,1331.72,15.5,15.5,6
1726,1,2024-05-26,,CASH_BALANCE_BREAK,-585.69,-1585.69,1000.0,1000.0,0
1727,2,2024-05-26,,CASH_BALANCE_BREAK,819.99,817.49,2.5,2.5,1
1728,6,2024-06-28,,CASH_BALANCE_BREAK,758.8,743.3,15.5,15.5,6
1729,5,2022-12-17,,CASH_BALANCE_BREAK,5564.78,5814.78,-250.0,250.0,4
1730,1,2022-02-11,,CASH_BALANCE_BREAK,-1022.78,-2022.78,1000.0,1000.0,0
1731,2,2023-10-06,,CASH_BALANCE_BREAK,88.55,86.05,2.5,2.5,1
1732,5,2023-12-09,,CASH_BALANCE_BREAK,6058.54,6308.54,-250.0,250.0,4
1733,1,2023-12-11,,CASH_BALANCE_BREAK,-1607.54,-2607.54,1000.0,1000.0,0
1734,2,2023-12-14,,CASH_BALANCE_BREAK,-556.11,-558.61,2.5,2.5,1
1735,5,2021-09-25,,CASH_BALANCE_BREAK,262.96,512.96,-250.0,250.0,4
1736,6,2022-03-14,,CASH_BALANCE_BREAK,-635.26,-650.76,15.5,15.5,6
1737,5,2021-11-12,,CASH_BALANCE_BREAK,768.52,1018.52,-250.0,250.0,4
1738,1,2021-05-06,,CASH_BALANCE_BREAK,-405.94,-1405.94,1000.0,1000.0,0
1739,1,2021-11-27,,CASH_BALANCE_BREAK,-1047.58,-2047.58,1000.0,1000.0,0
1740,2,2021-09-27,,CASH_BALANCE_BREAK,-1377.17,-1379.67,2.5,2.5,1
1741,1,2021-11-18,,CASH_BALANCE_BREAK,-1047.58,-2047.58,1000.0,1000.0,0
1742,1,2021-08-29,,CASH_BALANCE_BREAK,-680.19,-1680.19,1000.0,1000.0,0
1743,2,2021-11-06,,CASH_BALANCE_BREAK,-1341.01,-1343.51,2.5,2.5,1
1744,1,2023-03-26,,CASH_BALANCE_BREAK,-1254.78,-2254.78,1000.0,1000.0,0
1745,6,2022-08-30,,CASH_BALANCE_BREAK,-1581.71,-1597.21,15.5,15.5,6
1746,5,2023-01-07,,CASH_BALANCE_BREAK,5572.82,5822.82,-250.0,250.0,4
1747,2,2023-05-29,,CASH_BALANCE_BREAK,-188.49,-190.99,2.5,2.5,1
1748,2,2022-11-27,,CASH_BALANCE_BREAK,-878.48,-880.98,2.5,2.5,1
1749,5,2022-11-28,,CASH_BALANCE_BREAK,4230.23,4480.23,-250.0,250.0,4
1750,6,2022-11-28,,CASH_BALANCE_BREAK,-1484.66,-1500.16,15.5,15.5,6
1751,6,2023-05-31,,CASH_BALANCE_BREAK,-1121.48,-1136.98,15.5,15.5,6
1752,5,2023-06-02,,CASH_BALANCE_BREAK,6439.8,6689.8,-250.0,250.0,4
1753,2,2023-06-17,,CASH_BALANCE_BREAK,-437.34,-439.84,2.5,2.5,1
1754,1,2021-04-24,,CASH_BALANCE_BREAK,-1005.94,-2005.94,1000.0,1000.0,0
1755,2,2023-07-08,,CASH_BALANCE_BREAK,-742.39,-744.89,2.5,2.5,1
1756,5,2023-06-18,,CASH_BALANCE_BREAK,6439.8,6689.8,-250.0,250.0,4
1757,2,2023-06-27,,CASH_BALANCE_BREAK,-437.34,-439.84,2.5,2.5,1
1758,6,2023-06-12,,CASH_BALANCE_BREAK,-1121.48,-1136.98,15.5,15.5,6
1759,6,2023-02-06,,CASH_BALANCE_BREAK,-1715.32,-1730.82,15.5,15.5,6
1760,1,2023-07-07,,CASH_BALANCE_BREAK,-862.98,-1862.98,1000.0,1000.0,0
1761,1,2022-10-05,,CASH_BALANCE_BREAK,-1358.81,-2358.81,1000.0,1000.0,0
1762,2,2022-10-05,,CASH_BALANCE_BREAK,-884.91,-887.41,2.5,2.5,1
1763,1,2023-01-08,,CASH_BALANCE_BREAK,-1229.65,-2229.65,1000.0,1000.0,0
1764,6,2023-01-08,,CASH_BALANCE_BREAK,-1722.08,-1737.58,15.5,15.5,6
1765,1,2023-01-11,,CASH_BALANCE_BREAK,-1229.65,-2229.65,1000.0,1000.0,0
1766,2,2021-10-23,,CASH_BALANCE_BREAK,-1358.34,-1360.84,2.5,2.5,1
1767,1,2022-02-01,,CASH_BALANCE_BREAK,-1022.78,-2022.78,1000.0,1000.0,0
1768,6,2022-12-01,,CASH_BALANCE_BREAK,-1484.66,-1500.16,15.5,15.5,6
1769,2,2023-06-06,,CASH_BALANCE_BREAK,-437.34,-439.84,2.5,2.5,1
1770,5,2023-04-25,,CASH_BALANCE_BREAK,5001.5,5251.5,-250.0,250.0,4
1771,6,2023-07-04,,CASH_BALANCE_BREAK,-1113.4,-1128.9,15.5,15.5,6
1772,5,2023-07-06,,CASH_BALANCE_BREAK,6008.63,6258.63,-250.0,250.0,4
1773,5,2023-05-30,,CASH_BALANCE_BREAK,6439.8,6689.8,-250.0,250.0,4
1774,6,2023-04-02,,CASH_BALANCE_BREAK,-1810.04,-1825.54,15.5,15.5,6
1775,5,2023-04-04,,CASH_BALANCE_BREAK,5651.4,5901.4,-250.0,250.0,4
1776,2,2023-07-24,,CASH_BALANCE_BREAK,-542.39,-544.89,2.5,2.5,1
1777,5,2023-08-28,,CASH_BALANCE_BREAK,6344.12,6594.12,-250.0,250.0,4
1778,2,2022-12-10,,CASH_BALANCE_BREAK,-936.87,-939.37,2.5,2.5,1
1779,2,2022-10-14,,CASH_BALANCE_BREAK,-884.91,-887.41,2.5,2.5,1
1780,5,2023-06-15,,CASH_BALANCE_BREAK,6439.8,6689.8,-250.0,250.0,4
1781,6,2023-06-15,,CASH_BALANCE_BREAK,-1121.48,-1136.98,15.5,15.5,6
1782,5,2023-12-21,,CASH_BALANCE_BREAK,6058.54,6308.54,-250.0,250.0,4
1783,5,2023-10-22,,CASH_BALANCE_BREAK,6840.25,7090.25,-250.0,250.0,4
1784,6,2023-12-09,,CASH_BALANCE_BREAK,-79.65,-95.15,15.5,15.5,6
1785,6,2023-12-11,,CASH_BALANCE_BREAK,-79.65,-95.15,15.5,15.5,6
1786,1,2021-12-19,,CASH_BALANCE_BREAK,-1047.58,-2047.58,1000.0,1000.0,0
1787,1,2021-09-25,,CASH_BALANCE_BREAK,-933.76,-1933.76,1000.0,1000.0,0
1788,2,2021-09-25,,CASH_BALANCE_BREAK,-1377.17,-1379.67,2.5,2.5,1
1789,2,2021-11-18,,CASH_BALANCE_BREAK,-1337.29,-1339.79,2.5,2.5,1
1790,5,2021-11-18,,CASH_BALANCE_BREAK,768.52,1018.52,-250.0,250.0,4
1791,5,2021-08-29,,CASH_BALANCE_BREAK,260.88,510.88,-250.0,250.0,4
1792,2,2021-12-27,,CASH_BALANCE_BREAK,-1333.6,-1336.1,2.5,2.5,1
1793,2,2023-01-28,,CASH_BALANCE_BREAK,-936.56,-939.06,2.5,2.5,1
1794,1,2021-10-08,,CASH_BALANCE_BREAK,-927.71,-1927.71,1000.0,1000.0,0
1795,5,2022-09-22,,CASH_BALANCE_BREAK,4464.85,4714.85,-250.0,250.0,4
1796,2,2022-07-11,,CASH_BALANCE_BREAK,-615.08,-617.58,2.5,2.5,1
1797,1,2022-08-28,,CASH_BALANCE_BREAK,-1283.39,-2283.39,1000.0,1000.0,0
